0,1,2,3,4,5,6,7,8
235.0,0.44970310780341094,148.0,0.6785714285714286,3.3962264150943398,-0.20144135498854462,-0.0971718664826042,97.73187211488839,0.0
237.0,0.4324069272820464,153.0,0.717391304347826,3.3518518518518516,-0.252055309664302,-0.1424070607802655,102.72761505146906,0.0
220.0,0.40710881965721524,149.0,0.76,3.388888888888889,-0.26834235440693743,-0.1849547952666537,118.87998046280887,0.0
235.0,0.4014127563916044,147.0,0.6906474820143885,3.3137254901960786,-0.2740055596779656,-0.18513574849583594,124.13057852582625,0.0
235.0,0.4043269841303564,145.0,0.6433566433566433,3.4339622641509435,-0.2843234227974337,-0.20125273736727983,103.79657368128375,0.0
243.0,0.41171086892446845,151.0,0.6643835616438356,3.3518518518518516,-0.2740037172983103,-0.20646959913863858,105.64122594867655,0.0
236.0,0.4296320310384594,153.0,0.697841726618705,3.3392857142857144,-0.24196447553752054,-0.18911037371150932,106.04942784397622,0.0
242.0,0.4514291729792606,146.0,0.6351351351351351,3.5384615384615383,-0.22446335105983933,-0.16032071912261012,104.31649989547623,0.0
239.0,0.4460097104516507,151.0,0.6830985915492958,3.4814814814814814,-0.22093828104463825,-0.1555702844406178,108.46125608820671,0.0
244.0,0.44897240786849746,148.0,0.6375838926174496,3.509433962264151,-0.21664037291409904,-0.13973317524305928,101.66530762420678,0.0
244.0,0.46604961969398995,151.0,0.6598639455782312,3.5185185185185186,-0.22979825849008034,-0.14845831773779072,112.03841370559167,0.0
249.0,0.43723843873199847,149.0,0.6168831168831169,3.5185185185185186,-0.2433423056300773,-0.1614094077209636,111.8272644902703,0.0
251.0,0.4196246794601831,149.0,0.5987261146496815,3.5272727272727273,-0.25903920134200215,-0.15976966850834842,109.93638043497765,0.0
250.0,0.4204232319868051,150.0,0.6129032258064516,3.5636363636363635,-0.27511347027399835,-0.18397265013519806,113.96087460376953,0.0
249.0,0.4107718835969218,154.0,0.6381578947368421,3.3859649122807016,-0.27890083464623705,-0.19364729698988925,114.57258541544456,0.0
248.0,0.3888350246507133,151.0,0.6423841059602649,3.611111111111111,-0.29493638203195194,-0.20014955914635624,112.2767281840504,0.0
245.0,0.39077944808441634,154.0,0.6896551724137931,3.5925925925925926,-0.28630924003949587,-0.20680756206498646,105.19102322047866,0.0
254.0,0.4170442150107829,153.0,0.6387096774193548,3.537037037037037,-0.25405725129359513,-0.18477992474450858,110.24632667843684,0.0
