0,1,2,3,4,5,6,7,8,9,10
235.0,0.44970310780341094,-86.0,0.6785714285714286,3.3518518518518516,-0.20144135498854462,-0.1424070607802655,97.73187211488839,1.0,1.0,0.0
237.0,0.4324069272820464,-84.0,0.717391304347826,3.388888888888889,-0.252055309664302,-0.1849547952666537,102.72761505146906,1.0,1.0,0.0
220.0,0.40710881965721524,-74.0,0.76,3.3137254901960786,-0.26834235440693743,-0.18513574849583594,118.87998046280887,1.0,1.0,0.0
235.0,0.4014127563916044,-86.0,0.6906474820143885,3.4339622641509435,-0.2740055596779656,-0.20125273736727983,124.13057852582625,1.0,1.0,0.0
235.0,0.4043269841303564,-89.0,0.6433566433566433,3.3518518518518516,-0.2843234227974337,-0.20646959913863858,103.79657368128375,1.0,1.0,0.0
243.0,0.41171086892446845,-90.0,0.6643835616438356,3.3392857142857144,-0.2740037172983103,-0.18911037371150932,105.64122594867655,1.0,1.0,0.0
236.0,0.4296320310384594,-87.0,0.697841726618705,3.5384615384615383,-0.24196447553752054,-0.16032071912261012,106.04942784397622,1.0,1.0,0.0
242.0,0.4514291729792606,-94.0,0.6351351351351351,3.4814814814814814,-0.22446335105983933,-0.1555702844406178,104.31649989547623,1.0,1.0,0.0
239.0,0.4460097104516507,-89.0,0.6830985915492958,3.509433962264151,-0.22093828104463825,-0.13973317524305928,108.46125608820671,1.0,1.0,0.0
244.0,0.44897240786849746,-95.0,0.6375838926174496,3.5185185185185186,-0.21664037291409904,-0.14845831773779072,101.66530762420678,1.0,1.0,0.0
244.0,0.46604961969398995,-93.0,0.6598639455782312,3.5185185185185186,-0.22979825849008034,-0.1614094077209636,112.03841370559167,1.0,1.0,0.0
249.0,0.43723843873199847,-99.0,0.6168831168831169,3.5272727272727273,-0.2433423056300773,-0.15976966850834842,111.8272644902703,1.0,1.0,0.0
251.0,0.4196246794601831,-102.0,0.5987261146496815,3.5636363636363635,-0.25903920134200215,-0.18397265013519806,109.93638043497765,1.0,1.0,0.0
250.0,0.4204232319868051,-98.0,0.6129032258064516,3.3859649122807016,-0.27511347027399835,-0.19364729698988925,113.96087460376953,1.0,1.0,0.0
249.0,0.4107718835969218,-98.0,0.6381578947368421,3.611111111111111,-0.27890083464623705,-0.20014955914635624,114.57258541544456,1.0,1.0,0.0
248.0,0.3888350246507133,-97.0,0.6423841059602649,3.5925925925925926,-0.29493638203195194,-0.20680756206498646,112.2767281840504,1.0,1.0,0.0
245.0,0.39077944808441634,-91.0,0.6896551724137931,3.537037037037037,-0.28630924003949587,-0.18477992474450858,105.19102322047866,1.0,1.0,0.0
254.0,0.4170442150107829,-98.0,0.6387096774193548,3.456140350877193,-0.25405725129359513,-0.1745176567579048,110.24632667843684,1.0,1.0,0.0
251.0,0.40304663520474304,-99.0,0.6405228758169934,3.6481481481481484,-0.2676253200346052,-0.20435351038579339,115.01772638460557,1.0,1.0,0.0
250.0,0.3972183911830416,-101.0,0.6025641025641025,3.5454545454545454,-0.2939576999088036,-0.20569913941714504,107.62027981022311,1.0,1.0,0.0
243.0,0.409394613253374,-95.0,0.6530612244897959,3.673076923076923,-0.292793579494202,-0.20315072104955129,114.94465536080224,1.0,1.0,0.0
253.0,0.40700533278782525,-100.0,0.6217948717948718,3.517857142857143,-0.2767059070163831,-0.18694396596509458,111.760260882166,1.0,1.0,0.0
250.0,0.43585751139495665,-98.0,0.6447368421052632,3.6296296296296298,-0.2610230347856496,-0.17545203336439744,112.06960712217733,1.0,1.0,0.0
250.0,0.4467719202782443,-98.0,0.6339869281045751,3.5454545454545454,-0.24330002936121467,-0.14991831859595484,116.60696750695115,1.0,1.0,0.0
239.0,0.4399046056290583,-92.0,0.636986301369863,3.425925925925926,-0.23760409357875742,-0.13219015428485853,104.74317776345652,1.0,1.0,0.0
262.0,0.45226194019690946,-105.0,0.6073619631901841,3.5172413793103448,-0.23289283608562464,-0.16519459130210012,113.72196347138697,1.0,1.0,0.0
246.0,0.40964113265382884,-96.0,0.64,3.5555555555555554,-0.26860185770610995,-0.20177225544265281,118.88355421759616,1.0,1.0,0.0
238.0,0.38598069855701034,-87.0,0.6879432624113475,3.4074074074074074,-0.3025369427440126,-0.203863276916073,100.27189660288468,1.0,1.0,0.0
242.0,0.3905341202229026,-86.0,0.7163120567375887,3.4,-0.2802694841727251,-0.16924791895954608,106.42446858858193,1.0,1.0,0.0
253.0,0.3712645111566359,-102.0,0.6012658227848101,3.517857142857143,-0.28921644914401023,-0.2081487250991969,104.79842903175359,1.0,1.0,0.0
245.0,0.3679160668094219,-97.0,0.6333333333333333,3.6226415094339623,-0.27922202094152293,-0.20369503309985748,107.85297111848558,1.0,1.0,0.0
245.0,0.36517902243084555,-93.0,0.6442953020134228,3.375,-0.32573641187878655,-0.26970200147131806,108.19470214075591,1.0,1.0,0.0
228.0,0.3018813790267562,-75.0,0.7952755905511811,3.3846153846153846,-0.37210553961950443,-0.26317036801128435,106.70577384534499,1.0,1.0,0.0
241.0,0.2797885172815447,-95.0,0.5960264900662252,3.3035714285714284,-0.2988948735372846,-0.20297764136985127,108.92665169299516,1.0,1.0,0.0
242.0,0.3165509648182735,-97.0,0.6133333333333333,3.5660377358490565,-0.32988598975286393,-0.26081891959763936,101.63832958251169,1.0,1.0,0.0
237.0,0.3339290466070361,-91.0,0.6232876712328768,3.309090909090909,-0.3508076536640584,-0.25238383018600785,100.48470117732722,1.0,1.0,0.0
236.0,0.32243258313386103,-89.0,0.6503496503496503,3.3703703703703702,-0.31349262169632,-0.2184080041941122,105.32492239214798,1.0,1.0,0.0
239.0,0.3042799049482082,-97.0,0.5827814569536424,3.425925925925926,-0.29846781005352707,-0.2403435606017796,93.3121344347328,1.0,1.0,0.0
245.0,0.28613181346318145,-102.0,0.5705128205128205,3.537037037037037,-0.3734437985838797,-0.3263933962015768,106.93487725802879,1.0,1.0,0.0
241.0,0.25775586283011953,-94.0,0.6066666666666667,3.3035714285714284,-0.3922986898961597,-0.311801807318973,101.68676732117001,1.0,1.0,0.0
240.0,0.2840754287205665,-100.0,0.5686274509803921,3.5283018867924527,-0.39829168731548364,-0.32533186250680096,104.48198260942263,1.0,1.0,0.0
236.0,0.316280577463421,-78.0,0.7611940298507462,3.2142857142857144,-0.3746528597461533,-0.26152362708006527,106.38266618178068,1.0,1.0,0.0
252.0,0.3673036550166807,-104.0,0.6050955414012739,3.7547169811320753,-0.29493296568785576,-0.16580381821894635,101.99481848114146,1.0,1.0,0.0
248.0,0.4089605948037235,-103.0,0.559748427672956,3.4285714285714284,-0.25281513769728126,-0.18325431128809108,113.4712500082428,1.0,1.0,0.0
245.0,0.38954022047345493,-101.0,0.5909090909090909,3.6226415094339623,-0.2832190208072045,-0.21111815112273333,112.22690448966796,1.0,1.0,0.0
249.0,0.3864398987180607,-103.0,0.546583850931677,3.293103448275862,-0.28934356455533206,-0.2112773724731081,106.64892928523659,1.0,1.0,0.0
250.0,0.42644190797214965,-98.0,0.6556291390728477,3.7169811320754715,-0.2699595200954849,-0.17433217279282265,114.02276576110444,1.0,1.0,0.0
253.0,0.46486320415306853,-98.0,0.6428571428571429,3.517857142857143,-0.22841517680580506,-0.11912390701372877,113.32787656685923,1.0,1.0,0.0
249.0,0.46991651410048996,-104.0,0.5660377358490566,3.5272727272727273,-0.18263296886402672,-0.12879882466413664,114.90386146298715,1.0,1.0,0.0
258.0,0.46563752626003796,-105.0,0.5925925925925926,3.526315789473684,-0.21350473714254603,-0.14026992134653,111.52996526692004,1.0,1.0,0.0
255.0,0.45068872183973474,-104.0,0.6037735849056604,3.6363636363636362,-0.228315908622788,-0.15675402993332704,118.36602210568435,1.0,1.0,0.0
253.0,0.4185372571609231,-105.0,0.5714285714285714,3.517857142857143,-0.2537456732805179,-0.18742557767902124,113.4503110766882,1.0,1.0,0.0
249.0,0.42861544037600763,-99.0,0.6274509803921569,3.611111111111111,-0.2727826339037084,-0.17122717953813818,110.30752964575095,1.0,1.0,0.0
258.0,0.47374619791843386,-98.0,0.6538461538461539,3.4482758620689653,-0.22937843962650115,-0.131177139588609,116.01583619934354,1.0,1.0,0.0
252.0,0.45623925353876876,-95.0,0.68,3.581818181818182,-0.23100997368519957,-0.14698605021799982,121.08622620681581,1.0,1.0,0.0
250.0,0.44035186563161033,-100.0,0.6129032258064516,3.5454545454545454,-0.2443891918969192,-0.1626123715449776,105.87835450694274,1.0,1.0,0.0
247.0,0.45826563373853796,-101.0,0.6038961038961039,3.660377358490566,-0.24090931403840837,-0.15763194458296304,116.42142214333035,1.0,1.0,0.0
253.0,0.46931987620873716,-99.0,0.632258064516129,3.517857142857143,-0.2310421097949202,-0.14182122698189498,113.29386902063925,1.0,1.0,0.0
250.0,0.521322299518982,-96.0,0.6556291390728477,3.5454545454545454,-0.20650310296784374,-0.09847048764798369,114.79778822505796,1.0,1.0,0.0
247.0,0.5681832684237539,-92.0,0.6917808219178082,3.574074074074074,-0.14049613909344327,-0.02170128100463054,116.49591786410747,1.0,1.0,0.0
253.0,0.591304148881343,-102.0,0.6114649681528662,3.6,-0.1214179241327097,-0.02007240177003994,114.6299049791296,1.0,1.0,0.0
255.0,0.5549236104918164,-95.0,0.6666666666666666,3.396551724137931,-0.13625962747648615,-0.0733334056847602,123.60648452506666,1.0,1.0,0.0
251.0,0.5091005927751007,-102.0,0.5987261146496815,3.5636363636363635,-0.1920863766593711,-0.11972467218945682,110.59093489499173,1.0,1.0,0.0
249.0,0.4995097959360173,-96.0,0.6381578947368421,3.4464285714285716,-0.22395231707425012,-0.13201823101224686,117.53673931483627,1.0,1.0,0.0
251.0,0.47300971601246244,-101.0,0.6089743589743589,3.5636363636363635,-0.2658063010556506,-0.1773611175504935,119.82882671334028,1.0,1.0,0.0
254.0,0.4428431185199363,-101.0,0.6178343949044586,3.5357142857142856,-0.2900451391758512,-0.20177256333095664,122.30145267027547,1.0,1.0,0.0
255.0,0.4113392970163483,-100.0,0.6346153846153846,3.5535714285714284,-0.30760577504544195,-0.22111305860323957,121.8648504550556,1.0,1.0,0.0
254.0,0.41792543235024016,-95.0,0.6821192052980133,3.5357142857142856,-0.35131401834386344,-0.22866270823412463,117.45497835326478,1.0,1.0,0.0
245.0,0.4160075259918728,-94.0,0.678082191780822,3.7115384615384617,-0.305954158608164,-0.18935381073009422,143.46984695892843,1.0,1.0,0.0
253.0,0.4227037550561472,-98.0,0.632258064516129,3.43859649122807,-0.2832277428282962,-0.17052866862225724,108.58278058965334,1.0,1.0,0.0
254.0,0.41094923792070864,-96.0,0.6821192052980133,3.618181818181818,-0.28698493626119703,-0.20719686293645312,124.10455716273736,1.0,1.0,0.0
254.0,0.3677419828720162,-103.0,0.5974842767295597,3.5357142857142856,-0.32780037560382214,-0.2500784350450451,110.7154120415853,1.0,1.0,0.0
255.0,0.3640312467705642,-101.0,0.6139240506329114,3.473684210526316,-0.34112993987466506,-0.24493406703549137,117.11126769297607,1.0,1.0,0.0
261.0,0.379450865312277,-105.0,0.6111111111111112,3.5789473684210527,-0.3244885059129433,-0.2202508539020546,116.16660557298928,1.0,1.0,0.0
261.0,0.4104537029286,-101.0,0.6730769230769231,3.7454545454545456,-0.3116814562523148,-0.1887638317611575,121.31877715136216,1.0,1.0,0.0
256.0,0.43458347445483436,-96.0,0.695364238410596,3.6545454545454548,-0.262272833488723,-0.14356520097328207,116.70305045819259,1.0,1.0,0.0
246.0,0.4511234497063683,-96.0,0.6291390728476821,3.4727272727272727,-0.22287938794560663,-0.11997878976672996,110.08296777596479,1.0,1.0,0.0
271.0,0.4489075410759732,-118.0,0.5485714285714286,3.754385964912281,-0.1981552907771272,-0.14008219008215872,117.1625248051323,1.0,1.0,0.0
255.0,0.3852251819502016,-107.0,0.5740740740740741,3.6363636363636362,-0.3033947264820256,-0.24310255780869203,123.38623852302953,1.0,1.0,0.0
260.0,0.34783910604010937,-105.0,0.6049382716049383,3.56140350877193,-0.3357454665049684,-0.24665969884029054,109.59510603623585,1.0,1.0,0.0
256.0,0.3947617482484207,-106.0,0.5705521472392638,3.491228070175439,-0.3354320244045038,-0.222555269959652,117.41275265567583,1.0,1.0,0.0
261.0,0.42894482845212833,-105.0,0.63125,3.7454545454545456,-0.28390664841779123,-0.17000617007801663,124.81978619689653,1.0,1.0,0.0
243.0,0.43011016419202286,-95.0,0.62,3.418181818181818,-0.23699013074054462,-0.1259775307759001,112.23376944934262,1.0,1.0,0.0
260.0,0.42200979124192883,-114.0,0.5384615384615384,3.727272727272727,-0.1961027838930983,-0.16228023207726475,110.33685051963494,1.0,1.0,0.0
255.0,0.3872695448998293,-104.0,0.59375,3.5535714285714284,-0.3038707354541734,-0.25224308321900113,117.6175773462628,1.0,1.0,0.0
256.0,0.3710403230160232,-107.0,0.5802469135802469,3.6545454545454548,-0.3540648790135763,-0.2838051666622202,116.12788443209774,1.0,1.0,0.0
238.0,0.37098700236835536,-84.0,0.7122302158273381,3.327272727272727,-0.3694016955157767,-0.25909886151448636,119.74656832711935,1.0,1.0,0.0
244.0,0.39806663028232725,-90.0,0.6944444444444444,3.5185185185185186,-0.311335604517578,-0.18013279314369698,105.22337023189812,1.0,1.0,0.0
248.0,0.4286592938483441,-105.0,0.5308641975308642,3.3508771929824563,-0.24320831565390644,-0.19563636237726867,117.2955960305735,1.0,1.0,0.0
252.0,0.38328440923264295,-103.0,0.5849056603773585,3.5,-0.31077771787484054,-0.2515982610147378,117.88248040299823,1.0,1.0,0.0
244.0,0.3761930387542777,-95.0,0.6158940397350994,3.357142857142857,-0.33053742582040996,-0.24812937116965342,109.38777923355246,1.0,1.0,0.0
242.0,0.4006259274265805,-85.0,0.7410071942446043,3.4814814814814814,-0.30919806027305086,-0.18721710082266343,112.46451106332279,1.0,1.0,0.0
236.0,0.3938808543885247,-89.0,0.6388888888888888,3.290909090909091,-0.3215557759969322,-0.2300092871978128,107.43668042715035,1.0,1.0,0.0
254.0,0.34135140277720044,-111.0,0.5301204819277109,3.618181818181818,-0.3148322446154076,-0.2859300105111814,118.2878832144961,1.0,1.0,0.0
246.0,0.27604631740977326,-97.0,0.5974025974025974,3.3157894736842106,-0.4107330323661918,-0.35752766107624084,111.33744499725162,1.0,1.0,0.0
249.0,0.27904063371220017,-102.0,0.5859872611464968,3.5272727272727273,-0.41757175176745925,-0.32633782354080193,109.04868767205335,1.0,1.0,0.0
248.0,0.35070928714442395,-96.0,0.631578947368421,3.4285714285714284,-0.38208980141841925,-0.2591012422538238,112.47207463289124,1.0,1.0,0.0
248.0,0.41895359948985633,-88.0,0.7342657342657343,3.5090909090909093,-0.319468026932774,-0.2097420055381953,121.11655400877135,1.0,1.0,0.0
251.0,0.42697467972008063,-102.0,0.5987261146496815,3.5636363636363635,-0.27994409209814897,-0.1942893447190942,118.75615473127073,1.0,1.0,0.0
250.0,0.4065343062367428,-100.0,0.6129032258064516,3.5454545454545454,-0.2873741361890666,-0.20820606003582243,116.21384687042519,1.0,1.0,0.0
250.0,0.416496213159903,-105.0,0.5432098765432098,3.3859649122807016,-0.2872330767546264,-0.18874327674769173,110.86893081224662,1.0,1.0,0.0
257.0,0.46781592484335166,-100.0,0.6580645161290323,3.672727272727273,-0.2708526235192177,-0.15984397518259824,120.2920219659245,1.0,1.0,0.0
246.0,0.4798531080759077,-95.0,0.6291390728476821,3.392857142857143,-0.2431670662607349,-0.1342936700963215,121.68573480364466,1.0,1.0,0.0
249.0,0.2678798137142289,-95.0,0.6274509803921569,3.293103448275862,-0.28075834322246007,-0.29630257235961105,123.54464574975827,1.0,1.0,0.0
